city,state_id,lat,lng
Pleasant Hill,VA,37.1868,-81.7465
Piney Court,VA,38.8243,-77.1041
Poages Mill,VA,37.1982,-80.0564
Grandstaff,LA,31.7746,-92.3629
Orleans,OR,44.5701,-123.1907
Hermitage,VA,38.1415,-78.9142
Havelock,VA,38.0207,-76.8386
Haywood,VA,38.4535,-78.2522
Healys,VA,37.5729,-76.5116
Helmet,VA,37.9165,-77.1050
Henley Fork,VA,37.8857,-76.8986
Henleys Fork,VA,37.7557,-76.9905
Henrico,VA,36.5926,-78.6161
Pellets Island,NY,41.3806,-74.4124
Penelope,NY,42.4137,-75.8952
Perch River,NY,44.0753,-76.0080
Hebron,GA,34.2848,-83.3643
Peruton,NY,42.5484,-76.3538
Beaman Crossroads,NC,35.1193,-78.4139
Phillipsport,NY,41.6393,-74.4457
Head River,GA,34.6570,-85.5075
Olive Grove,NC,35.5432,-81.5837
Haywood,GA,31.3580,-82.4321
Pruden,KY,36.5906,-83.8913
Massbach,IL,42.2461,-90.1218
Harris,AR,36.0312,-94.0477
North Orange,MA,42.6354,-72.2620
North Prescott,MA,42.4562,-72.3437
North New Salem,MA,42.5459,-72.3190
Evansville,CO,37.6711,-106.3189
Whiskey Bend,WA,47.9684,-123.5830
Forney,ID,44.9996,-114.3356
Grim,LA,32.7026,-93.3732
Monteith,IA,41.6314,-94.4286
Guynes,LA,32.2035,-93.1124
Ashford Hollow,NY,42.4034,-78.6853
Ashokan,NY,41.9756,-74.1968
Old Hill,MA,42.1043,-72.5676
Muck City,AL,34.4826,-87.3547
Cool Branch,SC,34.5493,-81.3795
Craig,CA,39.3374,-121.5641
Crabtree,CA,36.8436,-119.0898
Crater,CA,37.2160,-117.6873
Pottersville,VT,44.5389,-72.4526
Kline,CO,37.1442,-108.1195
Contee,MD,39.0790,-76.8655
Colonial Village,MD,39.3598,-76.7102
Columbia Park,MD,38.9176,-76.8883
Annapolis,OH,40.4112,-80.8631
Consol Number 9,WV,39.5398,-80.2551
Lowry,LA,30.0241,-92.7710
Lynch,LA,30.3980,-91.3565
Mack,LA,29.9649,-92.0737
Lukeville,LA,30.3796,-91.2437
Lums,LA,32.3957,-91.1548
Locke Mills,ME,44.4001,-70.7020
Corner Ketch,DE,39.7493,-75.7410
Cool Spring,DE,38.7321,-75.2482
Cross Keys,DE,38.5659,-75.3680
Tivydale,TX,30.2508,-99.0995
Tidwell,TX,33.2096,-96.1014
Tiffin,TX,32.4965,-98.6631
Tilmon,TX,29.7977,-97.5533
Lake Colby,NY,44.3528,-74.1435
Laney,WI,44.6444,-88.2893
Ruby,CO,39.2028,-108.9337
Farris,MN,47.3766,-94.7028
Folsom,SD,43.8253,-102.8699
Pioneer,PA,41.5312,-79.6651
Johnson,ND,46.9797,-98.5065
Johnson Ford,ND,46.5808,-101.7540
Isabel,ND,48.0647,-99.6535
Hurd,ND,48.6461,-101.2179
Genoa,ND,48.1936,-100.9943
Hample,ND,46.1372,-97.9779
Tanglewood,TX,30.4977,-96.9864
Kellogg,ND,48.3630,-97.4273
Linder,AR,35.1904,-92.3729
Rix Mills,OH,39.9242,-81.7462
Robins,OH,39.9553,-81.5132
Robtown,OH,39.7170,-83.0599
Roachton,OH,41.5223,-83.6624
Roads,OH,39.0812,-82.5379
Yuba,OK,33.8095,-96.2044
Flemington,FL,29.4077,-82.2976
Newdale,NC,35.9107,-82.1890
White Clay,AZ,36.0650,-109.2187
Eola,TX,31.3988,-100.0892
Wayne,AZ,33.5662,-112.4096
Oak Hill,ME,43.8951,-69.6800
Dinsmore,AR,36.1145,-93.4735
Clover,WI,44.0380,-87.7018
Dewey,AR,33.4743,-91.2426
Diamond Grove,AR,35.3120,-94.1988
Diamondhead,AR,34.4398,-92.9452
Dills Mills,AR,33.6679,-93.2049
Dimple,AR,35.4684,-90.2507
Lovato,NM,35.2873,-105.3920
Hurricane Grange,OR,45.3496,-117.2707
Tyner,NY,42.4304,-75.6655
North Chaves,NM,35.3920,-108.1581
North Carmen,NM,35.9067,-105.3264
Greenland,MS,32.5512,-89.0528
Dyer,WA,47.9779,-119.7714
Salem,OK,35.3840,-95.9286
Sageeyah,OK,36.3712,-95.6530
Ralph,AR,36.1720,-92.6743
Cedar Lake,MS,30.4683,-88.9381
Row,OK,36.2787,-94.6905
Russell,OK,34.7681,-99.6673
Roxana,OK,36.1014,-97.6573
Ruthdale,OK,36.8151,-95.7375
Russellville,OK,35.1518,-95.4353
Sadie,OK,35.3879,-94.8541
Sacred Heart,OK,35.0012,-96.8095
Glendale,NV,36.6653,-114.5692
Gold Acres,NV,40.2621,-116.7326
Highland Beach,NY,42.8776,-76.5152
Dolly Varden,OH,39.8426,-83.6924
Cyrs,ME,44.9498,-69.4731
Daigle Mill,ME,47.2364,-68.1242
Park Head,MD,39.6631,-78.0625
McNees,PA,40.7976,-79.4450
Crows Nest,ME,44.3090,-68.9628
North Bangor,PA,40.9048,-75.1941
The Point,OH,39.2315,-83.3480
Graves,SC,33.3935,-79.3689
Waltersville,MS,32.3796,-90.8679
South Richford,VT,44.9342,-72.6518
Lela,GA,30.9832,-84.8630
Herbert Springs,MS,32.6035,-88.9287
Turnwood,NY,42.0243,-74.7090
Ocana,TN,36.3825,-86.5583
Caruso,GA,33.3298,-84.2871
Willard,WV,39.3840,-80.2712
Carters,GA,34.6090,-84.6930
Pigeon Cove,MA,42.6737,-70.6328
Adel,MT,47.0277,-111.6239
Pointe Coupee,LA,30.7344,-91.4332
Chloe,WV,38.6926,-81.0865
Elliott Prairie,OR,45.1360,-122.7568
Christian,WV,37.6921,-81.8560
Brice,AL,34.0945,-85.9719
Elms Acres,OH,40.7962,-81.5962
Epworth Heights,OH,39.2492,-84.2788
Erwin,IN,37.9800,-87.9192
Erhart,OH,41.1998,-81.9743
Eris,OH,40.1562,-83.8527
Pinola,MS,31.8771,-89.9620
Ridge,MD,38.1193,-76.3738
Redgate,MD,38.2565,-76.5986
River Springs,MD,38.2462,-76.7775
Mulberry Grove,GA,32.6629,-84.9574
Mountain Springs,GA,32.8993,-83.4557
Mountain View,GA,34.9123,-85.3188
Mountain Scene,GA,34.8573,-83.7221
Kalem,MS,32.3551,-89.5928
Angora,NE,41.8519,-103.1252
Mandeville,GA,33.6546,-85.1369
Treasureton,ID,42.2652,-111.8463
Winterseat,SC,33.9796,-82.2018
Avondale Hill,PA,41.2273,-75.9833
Tara,IA,42.5002,-94.2958
Axemann,PA,40.8901,-77.7603
Hereford,WV,38.8198,-81.6173
Herold,WV,38.5673,-80.8098
Herring,WV,39.5426,-79.7381
Hartzel,WV,39.4437,-80.5240
Hathaway,WV,38.8579,-81.0832
Hemlock,WV,38.8951,-81.7412
Hettie,WV,38.7718,-80.4893
Hetzel,WV,37.8609,-81.8776
Simpson,WV,39.2668,-80.0934
Cedarcrest,NY,42.8056,-77.7006
Siloam,NY,42.9848,-75.6413
Lampe,MO,36.5637,-93.4380
Madison Heights,NJ,40.7537,-74.4318
Loantaka Estates,NJ,40.7723,-74.4402
Backus,NY,44.1695,-75.2810
Lynn,NC,35.2284,-82.2346
Harvard,NY,42.0240,-75.1127
Hartwood Club,NY,41.5043,-74.7243
Tanglewood,TN,36.2753,-85.9878
Wengerlawn,OH,39.8737,-84.4649
Tan Rara Oesta,TN,35.8829,-84.1138
Forest City,NY,43.9520,-75.4421
Five Points,NY,43.0698,-77.8595
Flint,NY,41.6373,-74.1365
Flint Town,NY,43.3995,-75.4402
Floodwood,NY,44.3337,-74.4063
Florence Hill,NY,43.4231,-75.7930
Flowers,NY,42.0437,-75.6885
Footes,NY,42.5851,-78.6445
East Hadley,MA,42.3287,-72.5595
East Groton,MA,42.6418,-71.4995
Eaglesville,MA,42.5501,-72.2704
Pocono Summit,PA,41.1112,-75.3863
Cowlesville,NY,42.8434,-78.4689
Aberdeen,TX,35.0378,-100.1493
Stoney Point,KY,38.7653,-83.9230
Yturria,TX,26.5684,-97.7708
Ziler,TX,32.2737,-101.4048
Zionville,TX,30.2019,-96.4914
Saline City,IN,39.3653,-87.1322
Stillwater,KY,37.7565,-83.4844
Stiles,KY,37.5395,-85.5805
Gripe,AZ,32.8126,-109.6020
Phillips,CA,38.8180,-120.0777
Peaceful Pines,CA,38.4060,-119.7893
Peavine,CA,39.6777,-120.0066
Pentz,CA,39.6552,-121.5839
Ramey,MN,45.8352,-93.9378
Aleneva,AK,58.0590,-152.9091
Zoar,MA,42.6526,-72.9315
Stites,KY,38.0167,-85.9047
Lizella,GA,32.8071,-83.8199
Love Point,MD,39.0321,-76.3113
Gardenville Center,NJ,39.8301,-75.1224
Gardenville,NJ,39.8226,-75.1207
Jayville,NY,44.1567,-75.1883
Lake Shore,KS,39.2431,-95.4239
Indian Ridge,KS,39.2181,-95.4753
Saint Pats,KS,39.4778,-95.1216
Haworth,KS,39.8250,-97.3878
Salem,KS,39.8717,-98.4845
Sun Springs,KS,39.8894,-95.7036
Ironton,NY,44.8984,-74.6855
Saint Paul,KS,37.6625,-97.7523
Lento,KS,38.6167,-94.8461
O'Brien,KS,38.5133,-95.0280
Valley Center,MI,43.1850,-82.9185
Vail,MI,46.3366,-86.7729
Tula,MI,46.5463,-89.8149
Trowbridge,MI,45.2295,-84.5864
Tunis,MI,46.4433,-88.6176
Two Rivers,MI,43.6250,-84.9520
Turtle,MI,44.1909,-83.7425
Updyke,MI,43.1861,-86.1064
Union Plains,MI,42.8298,-84.0127
Star City,MO,36.7703,-93.8138
Tuscola,MS,32.6201,-89.5278
Pitcher Hill,NY,43.1153,-76.1458
DeLong,IL,40.8167,-90.3046
Grayton Beach,FL,30.3308,-86.1649
Grayvik,FL,25.3171,-80.2867
Wattsville,WV,38.4959,-80.8609
Weaver,WV,38.9693,-79.9309
Wasp,WV,39.4301,-81.0440
Watoga,WV,38.1457,-80.1512
Warnocks,WV,39.4620,-79.0975
Washington Heights,WV,38.0357,-81.8315
Embreeville,PA,39.9301,-75.7344
Elstonville,PA,40.2079,-76.4197
Elmwood Terrace,PA,40.1679,-74.8763
Elmo,PA,41.2737,-79.5375
Elm Grove,PA,39.9890,-79.6984
Ellwell,PA,41.5751,-76.2635
Ellendale Forge,PA,40.3995,-76.8525
Ellen Gowan,PA,40.8173,-76.1763
Emmons,PA,41.3073,-76.4386
Emilie,PA,40.1540,-74.8552
Tukey,WA,48.0540,-122.8429
Ormas,IN,41.2950,-85.5461
Trade,TN,36.3493,-81.7457
Walters,PA,40.7034,-75.2521
Barro,CA,38.5260,-122.4928
Bancroft,CA,37.9338,-122.0472
Clackamas,OR,45.4122,-122.5545
South Conway,NH,43.9631,-71.0226
East Naples,FL,26.1384,-81.7665
Euchee,TN,35.6759,-84.7169
East Mandarin,FL,30.1533,-81.6412
Eula,AR,35.9023,-92.8960
Shopishk,AZ,32.7214,-111.7818
Bustins Island,ME,43.7990,-70.0698
Old Flat Lick,KY,36.8384,-83.7710
Lockhart Oil Field,SC,34.4235,-80.5345
Timberland,WI,45.6761,-92.1060
Henderson,MT,47.3583,-115.3099
Lawry,ME,44.0056,-69.3431
Knoke,IA,42.5169,-94.7630
Buchanan,IA,41.7650,-91.2468
Konigsmark,IA,41.8900,-91.6924
Coy,PA,40.5292,-79.1411
Hicks,IL,37.5431,-88.3756
Kadota,CA,37.2949,-120.4121
Harrington,CA,38.9588,-122.0175
Hawkinsville,CA,41.7607,-122.6220
Henley,CA,41.9021,-122.5634
Jerseydale,CA,37.5635,-119.8574
Borth,WI,44.0911,-88.8959
Los Lobos,TX,26.6066,-99.1612
Reduction,PA,40.1837,-79.7709
Los Centenarios,TX,27.6122,-99.2130
El Valle,NM,36.1103,-105.7267
Orchid,MO,39.9517,-94.5297
Enon,TN,36.5948,-85.9111
Los Nopalitos,TX,27.6195,-99.2056
Welton,WV,39.0018,-79.0850
East Brimfield,MA,42.1112,-72.1484
Melvin Heights,ME,44.2179,-69.1011
Bouknight,SC,33.7882,-81.8368
Marianna,WV,37.6004,-81.6112
Bosstown,WI,43.3903,-90.6101
Rosewood,MN,48.1894,-96.2903
Bayview,VA,37.2768,-75.9674
Mountain Mission,WV,39.2459,-77.7936
Mount Vernon,WV,39.5256,-79.8298
Mount Nebo,WV,38.2001,-80.8512
Mount Lookout,WV,38.1668,-80.9118
Mount Liberty,WV,39.0793,-80.0217
Mount Tell,WV,38.6243,-81.6168
Mount Pleasant,WV,39.2587,-77.9483
Center Crossroads,SC,33.6935,-79.3170
West Deal,NJ,40.2418,-74.0287
Farnerville,NJ,40.0696,-74.8643
Merrygold,NJ,39.6062,-74.4504
Longs Store,NC,36.4140,-79.0781
Wayside,WI,44.2553,-87.9526
Black Butte,CA,41.3915,-122.3611
Bixler,CA,37.9402,-121.6222
Bivalve,CA,38.0924,-122.8272
Bunker Hill,TX,33.8307,-95.7711
Stiles,TX,31.4068,-101.5662
Stewart,TX,32.2977,-94.6480
Stegall,TX,34.0034,-102.9563
Steep Hollow,TX,30.6952,-96.2908
Sterley,TX,34.2112,-101.3977
Stellar,TX,29.8905,-97.1405
Lignite,VA,37.6273,-79.9984
Shingletown,PA,40.7634,-77.8256
Shintown,PA,41.3073,-77.8014
Silverdale,IN,37.9159,-87.0714
Carver Heights,FL,26.3151,-80.1037
Ras,MS,32.0496,-89.1353
Stevens,MS,32.0310,-89.2756
Marion,TN,36.3287,-87.4339
Marimont,TN,35.0223,-85.1847
Grassy,MO,37.2609,-90.1237
Granville,MO,39.5625,-92.0977
Hillgrove,CA,34.0167,-117.9801
Melvin Hill,NY,42.9167,-77.0625
Rumbels,PA,41.0309,-75.9846
Blue Springs,GA,32.6332,-81.4215
Burton,AZ,34.3323,-110.1479
Sycamore,AZ,34.8639,-112.0999
Yellow Banks,UT,38.4250,-112.9886
Winfield,OH,40.5487,-81.5585
Wills Creek,OH,40.1801,-81.8507
Shinewell,OK,33.8812,-94.5133
Belleview,IN,38.8559,-85.3780
Wolf,OH,40.3217,-81.5715
Curtis,KY,36.9331,-85.5764
Cutuno,KY,37.7181,-83.2432
Cuzick,KY,37.8342,-84.4535
Cyclone,KY,36.8376,-85.6794
Cyrus,KY,37.7937,-83.0402
Dabney,KY,37.1840,-84.5499
Dale,KY,37.6915,-83.2341
Powder Springs,TN,36.2537,-83.6696
Dana,KY,37.5543,-82.6910
Wewela,SD,43.0106,-99.7809
Krauss,CO,40.1069,-104.4427
Taylor Hill,TN,35.4812,-85.0269
North Augusta,ME,44.3706,-69.7917
North Alfred,ME,43.5217,-70.7642
North Amity,ME,45.9417,-67.8303
Upton,IN,37.9645,-87.9617
Alum Wells,VA,36.7579,-82.1835
Holland,WI,44.2486,-88.1718
Fitzgerald Crossing,AR,35.1787,-90.8034
Fitzgerald,AR,35.6526,-91.2887
Fivemile,AR,35.6737,-91.9596
Arbor Hill,VA,38.0999,-79.1525
Francis,MS,34.0818,-90.8548
Little Milligan,TN,36.3148,-82.0182
Readland,AR,33.0657,-91.2134
Grand Ecore,LA,31.8157,-93.0849
Clifford,IL,37.8237,-89.0773
Coaler,IL,40.7473,-87.7331
Claysville,IL,39.8673,-89.9004
Harmon,TX,33.5207,-95.8222
Cliffdale,IL,39.3606,-90.6265
Cleone,IL,39.4231,-87.9075
Collins,IL,38.0209,-89.9479
Coldbrook,IL,40.9475,-90.5174
Bedington,WV,39.5223,-77.9056
Stonington,IN,38.7317,-86.3675
Stony Lonesome,IN,39.2009,-86.0622
Wanda,WV,37.8587,-81.9279
Wana,WV,39.7037,-80.2984
Hardy,OR,44.9926,-121.0581
Lively,MO,38.2103,-93.1080
Lixville,MO,37.5770,-89.9118
Salt Chuck,AK,55.6264,-132.5536
Sedgefield,NC,36.0149,-79.8970
Royce,NM,36.4870,-103.3133
Spring Prairie,WI,42.6914,-88.4043
Superstition Country Subdivision,AZ,33.4003,-111.6299
Newtown,CA,39.2527,-121.1033
Newman Springs,CA,39.1963,-122.7158
Percival Crossroads,SC,34.6557,-83.1321
Hornsville,FL,30.9413,-85.0035
Kyana,IN,38.3051,-86.7822
Kyle,IN,39.1384,-84.9883
Holland Crossroads,FL,30.9655,-85.6466
Hollywood Beach,FL,30.2541,-85.9569
Hinsons Crossroads,FL,30.6688,-85.8424
Hodgson,FL,29.4039,-82.4559
Homestead Ridge,FL,30.5016,-84.1202
Honore,FL,27.2428,-82.2631
Red Leaf,AR,33.2723,-91.1965
Red Gate,AR,34.6465,-92.4443
Red Fork,AR,33.9365,-91.2701
Shore Acres,MA,42.2145,-70.7384
Red Bluff,AR,33.6460,-93.9582
Sea View,MA,42.1395,-70.7134
Scituate Station,MA,42.1932,-70.7412
West Hawley,MA,42.5276,-72.9468
West Cummington,MA,42.4918,-72.9676
West Chesterfield,MA,42.4029,-72.8759
Chickahominy,VA,37.6082,-77.4130
Black Oak,MD,39.4993,-78.9189
Chickahominy Shores,VA,37.3938,-76.9411
Chiltons,VA,38.1290,-76.8064
Woodbine,PA,39.7848,-76.4058
Woodruff,PA,39.8442,-80.3181
Woodhouse,PA,41.7334,-75.9135
Camargo,TN,35.0823,-86.6358
Caines,SC,33.3052,-79.2131
Roth Park,IN,40.6864,-86.7492
Dunkle,PA,40.2131,-80.4187
Dunkelbergers,PA,40.7668,-76.7330
Dry Top,PA,40.9567,-77.7964
Drytown,PA,39.8609,-76.2925
Drumore Center,PA,39.8376,-76.2158
Dunning,PA,41.9334,-76.7986
Durbin,PA,39.9181,-80.4848
Sonnette,MT,45.4130,-105.8314
Philipp,MS,33.7576,-90.2043
New Lebanon Center,NY,42.4706,-73.4221
Farmers Union Landing,TN,35.3631,-88.2048
Farmington,TN,35.5012,-86.7108
New London,NY,43.2053,-75.5877
New Milford,NY,41.2345,-74.4138
Irelandville,NY,42.4026,-76.9088
South Woodbury,OH,40.4198,-82.8568
South Warsaw,OH,40.6584,-84.0324
Kemptown,MD,39.3365,-77.2278
Kempton,MD,39.2068,-79.4853
Kendall,MD,39.6334,-79.4175
Ken Gar,MD,39.0315,-77.0780
Keller,MD,39.3359,-77.4433
Keifers,MD,39.5309,-78.4658
Kemps,MD,39.6137,-77.8133
Kemp Mill Estates,MD,39.0423,-77.0219
Paradise Acres,AZ,34.5367,-111.8496
Arcadia,IL,39.8392,-90.2448
Aptakisic,IL,42.1825,-87.9473
Appleton,IL,40.9359,-90.1610
Grooville,NY,41.9426,-74.7674
Faith,AR,34.1037,-92.1035
Fallsville,AR,35.7765,-93.4655
Tomnolen,MS,33.4848,-89.3606
Farewell,AR,36.3923,-93.3696
Maple Hill,MN,47.8077,-90.3048
Waiʻalae,HI,21.2749,-157.7899
Star,MO,36.8978,-90.2287
Tuscola,MI,43.3264,-83.6572
Stahl,MO,40.2914,-92.7891
Stanhope,MO,39.1875,-93.2605
Steinmetz,MO,39.2350,-92.7577
Starkenburg,MO,38.7359,-91.5521
Starland,MO,37.7092,-89.5854
Bull Run,WV,39.5840,-79.7701
Hennings Mill,OH,39.0142,-84.0305
Hermanville,OH,40.9159,-81.9107
Riceville,IN,38.3245,-86.6655
Rego,IN,38.4851,-86.3178
Bank,NH,42.7504,-71.8370
Greendale,NY,42.2073,-73.8471
Greenboro,NY,43.6440,-75.8888
Green Settlement,NY,43.8556,-76.0374
Macún,PR,18.4044,-66.2143
Collis,MN,45.6466,-96.4256
Comus,MN,44.3850,-93.2574
Conception,MN,44.2655,-92.1099
Corning,MN,43.7611,-93.0494
Credit River,MN,44.6744,-93.3791
Cresson,MN,44.1111,-96.4353
Avery,NE,41.1636,-95.9225
Glendale,NH,43.5826,-71.3870
Gerrish,NH,43.3615,-71.6506
Donner,FL,30.3369,-81.4115
Hell Hollow,NH,43.5231,-72.3248
Hazens,NH,44.3689,-71.5615
Mackay Bar,ID,45.3760,-115.5062
Goodells,MI,42.9811,-82.6658
Tamarack,MI,47.2480,-88.4685
Tallmadge,MI,42.9925,-85.8342
Little Texas,LA,29.8808,-91.0193
Delroy,PA,39.9715,-76.5736
Delta Manor,PA,40.6576,-75.4071
Dempseytown,PA,41.5131,-79.7781
Grand Canyon,AZ,36.0544,-112.1393
Lake View Point,FL,30.4241,-84.5977
O'Neil,MS,31.3038,-90.8845
Frost,MI,43.4528,-84.1214
Mizers,OH,40.2773,-81.5812
Fritzburg,MI,42.1270,-86.0481
Frontier,MI,41.7817,-84.6047
Concord,FL,30.6577,-84.3649
Long Run,WV,39.2704,-80.6526
Longview,WV,39.0840,-80.1390
Long Branch,WV,37.9229,-81.2757
Loopemount,WV,37.8435,-80.3498
Lorton Lick,WV,37.3298,-81.2426
Lookout,WV,38.0664,-80.9647
Loom,WV,39.2787,-78.5114
Mimosa,TN,35.2204,-86.5192
Bonanza,UT,40.0304,-109.1884
Benchmark,SD,44.2253,-103.5782
Wilkinson,MS,31.2224,-91.2390
Zarate,TX,26.3199,-98.6369
Hollywood,MS,34.7454,-90.3582
Ruddels Mills,KY,38.3042,-84.2380
Ruckerville,KY,37.9337,-84.0944
Hickory Haven,CT,41.6251,-73.3943
Hilliardville,CT,41.7843,-72.5554
Happyland,CT,41.4729,-72.0645
Harrisons,CT,41.3868,-72.1004
Hampsted,CT,41.9504,-72.8954
Hancock,CT,41.6365,-73.0237
Hayden,CT,41.8893,-72.6293
Acme,WY,44.9105,-106.9851
Grahamsville,VT,43.4198,-72.7068
Newark,NE,40.6411,-98.9631
Tory Hill,ME,43.6054,-70.5362
Ellis Prairie,MO,37.4134,-92.0396
Millville,TN,35.1267,-86.8131
Dyers Crossroads,AL,34.2493,-86.8206
Goodland Acres,OH,40.6745,-81.2609
Howelltown,ID,47.7857,-116.9810
Howell,ID,46.7357,-116.8168
Humphrey,ID,44.4882,-112.2336
Dorseyville,PA,40.5770,-79.8887
Rockford,OR,45.6790,-121.5545
Magnolia Plantation,LA,29.7144,-90.8173
Lands End Ranch,FL,29.5430,-81.9020
Canoe Ridge,PA,40.8637,-78.9359
Oak Wood Shores,MI,44.2117,-83.5536
South Lowell,MA,42.6195,-71.2870
Garber,TN,36.2190,-82.4613
Triadelphia,OH,39.6998,-81.9654
Irwins Crossroads,GA,32.8574,-82.8493
Lucas,WV,38.1921,-81.0393
Howards Mill,GA,31.1563,-84.9947
Claypool,WV,37.8329,-80.8706
Clear Fork,WV,37.6309,-81.6829
Clearco,WV,38.0934,-80.5693
Clendenenville,WV,37.8790,-80.4120
Clemtown,WV,39.2326,-79.9773
Rollo,IL,41.6731,-88.8862
Berkeley,FL,28.5028,-82.5887
Kerrick,TX,36.4956,-102.2427
Rosebud,AL,31.9413,-87.1369
Polo,OH,40.1823,-84.3558
Point Rock,OH,39.1415,-82.2965
Plymouth Center,OH,41.8370,-80.7540
Plano,OH,39.4909,-83.2866
Pipesville,OH,40.3506,-82.3113
Pink,OH,38.7526,-83.2638
Pine Gap,OH,38.9567,-83.3141
Lost River,ID,43.7326,-113.5577
Stewart,IN,40.3600,-87.4725
Cedar Island,NC,35.0082,-76.3160
Willow Brook,MO,39.6319,-94.7958
Second Milo,NY,42.6148,-77.0386
Suncliff,PA,40.5578,-79.0084
Glidden Park,FL,27.4381,-80.3339
Camp Neyati,MA,42.1973,-71.9426
Forestview,GA,30.9269,-81.5929
Forge Mill,GA,34.8934,-84.2463
Forrester,GA,31.6499,-84.1627
Studley,KS,39.3531,-100.1637
Taylor Center,NY,42.6140,-75.9249
Oriental Park,NY,42.1556,-79.3848
North Hancock,MA,42.6112,-73.2876
Darnall,MD,38.7907,-76.6383
Dares Beach,MD,38.5618,-76.5155
Grisemore,PA,40.6473,-78.8784
Hobbtown,AR,35.5743,-94.3033
Rolphs,MD,39.1743,-76.0361
Sumter,MN,44.7394,-94.2633
Bachman,OH,39.8628,-84.4572
Bakersville,CT,41.8320,-73.0301
Mount Crest,TN,35.6698,-85.2400
Mount Denson,TN,36.5431,-86.8889
Mount Harmony,TN,35.3123,-84.8597
Mossy Spring,TN,36.3548,-83.9205
Motch,TN,36.5826,-83.7841
Mount Airy,TN,35.4403,-85.3483
Handy,MO,36.8092,-91.1071
Hanna,MO,37.7350,-92.2468
Zemuly,MS,32.9493,-89.7217
Zion,MS,34.2059,-88.8862
Wolf Acres,MD,39.0709,-77.0083
Fame,OK,35.3623,-95.6458
Fallon,OK,33.9979,-95.4169
Farwell,OK,34.8859,-98.0056
Farmers Hill,OK,33.9246,-95.0174
Eva,OK,36.7984,-101.9068
Eucha,OK,36.3920,-94.8830
Fairvalley,OK,36.7356,-99.0245
Eville,OK,34.0051,-96.9872
Felker,OK,34.0407,-95.0522
Featherston,OK,35.0787,-95.4900
Lagoon Heights,MA,41.4501,-70.5792
Willow Grove,DE,39.0709,-75.6283
Gore,OH,39.5803,-82.2949
Hatchel,TX,31.8501,-99.9493
Hasse,TX,31.9365,-98.4887
Harvard,TX,33.0598,-94.9683
Harpersville,TX,32.6001,-98.9342
Hawdon,TX,29.4788,-95.4724
Old Shongaloo,LA,32.9918,-93.3102
Websters Mill,PA,39.8601,-78.0350
Hume,OH,40.6631,-84.2008
Horner Hill,OH,39.1048,-82.0993
Conklin Forks,NY,42.0237,-75.8566
Matthews Run,PA,41.9045,-79.3445
Matterstown,PA,40.5726,-76.8475
Reganton,MS,32.1418,-90.7487
Garmeada,KY,36.6251,-83.8424
Matternville,PA,40.8306,-77.9658
Gardnersville,KY,38.7667,-84.5044
Pine Grove,NC,34.9271,-76.9483
Smith Gap,PA,40.8345,-75.4343
Ledger,MT,48.2603,-111.8231
Slackwater,PA,39.9823,-76.3561
Slate Hill,PA,39.7393,-76.2894
Slate Ridge,PA,39.7340,-77.0911
Slatefield,PA,40.7959,-75.4974
Slateville,PA,40.6640,-75.8671
Slonaker,PA,40.1773,-75.6324
Smiley,PA,41.7806,-75.5874
Red Dog,CA,39.2166,-120.8994
Bethlehem Heights,NY,42.5342,-73.8326
Schroeder,MN,47.5443,-90.8918
Falmouth,FL,30.3630,-83.1312
Farmton,FL,28.8469,-81.0606
Felda,FL,26.5398,-81.4356
Felkel,FL,30.5971,-84.1177
Fellowship,FL,29.2472,-82.2920
Festus,FL,30.6016,-83.9688
Knox Park,TN,35.4504,-84.5772
Brookfield,VA,38.3112,-77.4328
Radioville,IN,41.1598,-86.8911
Grady,VA,36.7871,-79.6373
Bowlsville,VT,43.4478,-72.8520
Goshen Cross Road,VA,37.8724,-77.6389
Goodall,VA,37.7826,-77.6369
Good Luck,VA,37.7437,-76.3624
Goodview,VA,37.2143,-79.7250
Herrville,PA,39.9465,-76.2569
Boxiron,MD,38.1151,-75.3491
Laboratory,PA,40.1551,-80.2134
Astico,WI,43.3330,-88.9398
Danville,WI,43.3194,-88.9557
Buck Creek,WI,43.4205,-90.3615
Bunker Hill,WI,43.4958,-90.2571
Gray,VA,36.7968,-77.3436
Yarmony,CO,39.8894,-106.6198
Bond,CO,39.8744,-106.6873
Gainesway,KY,37.9879,-84.4838
Ulao,WI,43.3206,-87.9165
Henrys,WA,47.3443,-122.0176
Twin Mills,CO,40.5736,-103.1263
Monmouth,IN,40.8678,-84.9444
Garretts Bend,WV,38.3040,-81.9149
Trailpark Gardens,IL,40.7339,-89.5184
Scandia,PA,41.9128,-79.0353
Saybrook,PA,41.7231,-79.0520
Willow Shoals,KY,37.5912,-83.8135
Greggs,OH,39.0715,-82.9574
Greer,OH,40.5223,-82.2002
Gretna,OH,40.3467,-83.8585
Griffin,OH,39.9231,-81.9262
Jakes Run,WV,39.6581,-80.1712
Crawford,KY,37.1945,-83.9519
Linekin,ME,43.8392,-69.5912
Fayetteville,OR,44.4610,-123.1640
Turbeville,VA,36.6232,-79.0395
Troublesome,CO,40.0608,-106.2917
Culmore,VA,38.8559,-77.1400
Dabneys,VA,37.7635,-77.8017
Dale Enterprise,VA,38.4546,-78.9395
Danieltown,VA,36.9046,-77.9597
Daphna,VA,38.5798,-78.8050
Daugherty,VA,37.6896,-75.6660
